//SeaDataNet ODV PHYSICOCHEMICAL profile - Generated by Nemo 1.7.3 - 2022-05-25 14:53:46+0200
//
//<sdn_reference xlink:href="https://seadata.bsh.de/cgi-csr/XML/xmlDownload_V2.pl?csrref=20213136" xlink:role="isObservedBy" xlink:type="SDN:L23::CSR"/>
//<sdn_reference xlink:href="https://www.seadatanet.org/urnurl/SDN:C17::64PE" xlink:role="isObservedBy" xlink:type="SDN:L23::NVS2CON"/>
//<sdn_reference xlink:href="https://cdi.seadatanet.org/report/edmo/120/496235/v1/xml" xlink:role="isDescribedBy" xlink:type="SDN:L23::CDI" sdn:scope="120:496235" />
//SDN_parameter_mapping
//<subject>SDN:LOCAL:ADEPZZ01</subject><object>SDN:P01::ADEPZZ01</object><units>SDN:P06::ULAA</units>
//<subject>SDN:LOCAL:SampleID</subject><object>SDN:P01::SAMPID01</object><units>SDN:P06::XXXX</units>
//<subject>SDN:LOCAL:TEMPS901</subject><object>SDN:P01::TEMPS901</object><units>SDN:P06::UPAA</units>
//<subject>SDN:LOCAL:POTMCV01</subject><object>SDN:P01::POTMCV01</object><units>SDN:P06::UPAA</units>
//<subject>SDN:LOCAL:CNDCST01</subject><object>SDN:P01::CNDCST01</object><units>SDN:P06::MSCM</units>
//<subject>SDN:LOCAL:PRESPR01</subject><object>SDN:P01::PRESPR01</object><units>SDN:P06::UPDB</units>
//<subject>SDN:LOCAL:PSALST01</subject><object>SDN:P01::PSALST01</object><units>SDN:P06::UUUU</units>
//<subject>SDN:LOCAL:SIGTPR01</subject><object>SDN:P01::SIGTPR01</object><units>SDN:P06::UKMC</units>
//<subject>SDN:LOCAL:FLUOZZZZ</subject><object>SDN:P01::FLUOZZZZ</object><units>SDN:P06::UUUU</units>
//<subject>SDN:LOCAL:ATTNZS01</subject><object>SDN:P01::ATTNZS01</object><units>SDN:P06::UPRM</units>
//<subject>SDN:LOCAL:TURBXXXX</subject><object>SDN:P01::TURBXXXX</object><units>SDN:P06::USTU</units>
//<subject>SDN:LOCAL:SIGTEQST</subject><object>SDN:P01::SIGTEQST</object><units>SDN:P06::UKMC</units>
//<subject>SDN:LOCAL:POTMCV02</subject><object>SDN:P01::POTMCV02</object><units>SDN:P06::UPAA</units>
//<subject>SDN:LOCAL:PSALST02</subject><object>SDN:P01::PSALST02</object><units>SDN:P06::UUUU</units>
//
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	ADEPZZ01 [Metres]	QV:SEADATANET	SampleID:INDEXED_TEXT	QV:SEADATANET	TEMPS901 [Degrees Celsius]	QV:SEADATANET	POTMCV01 [Degrees Celsius]	QV:SEADATANET	CNDCST01 [MilliSiemens per centimetre]	QV:SEADATANET	PRESPR01 [Decibars]	QV:SEADATANET	PSALST01 [Dimensionless]	QV:SEADATANET	SIGTPR01 [Kilograms per cubic metre]	QV:SEADATANET	FLUOZZZZ [Dimensionless]	QV:SEADATANET	ATTNZS01 [per metre]	QV:SEADATANET	TURBXXXX [Nephelometric Turbidity Units]	QV:SEADATANET	SIGTEQST [Kilograms per cubic metre]	QV:SEADATANET	POTMCV02 [Degrees Celsius]	QV:SEADATANET	 [Dimensionless]	QV:SEADATANET
									443	0	iMAR_2021_St00	0	14.0447	0	13.9790	0	43.09643	0	446.847	0	35.8565	0	26.8538	0	0.0350	0	77.2932	0	3.468	0	26.838	0	13.9790	0	35.8540	0
									444	0	iMAR_2021_St00	0	14.0355	0	13.9697	0	43.08483	0	447.857	0	35.8538	0	26.8537	0	0.0343	0	77.2834	0	3.468	0	26.838	0	13.9697	0	35.8513	0
									445	0	iMAR_2021_St00	0	14.0335	0	13.9674	0	43.08235	0	448.866	0	35.8528	0	26.8533	0	0.0355	0	77.2981	0	3.468	0	26.838	0	13.9675	0	35.8505	0
									446	0	iMAR_2021_St00	0	14.0325	0	13.9664	0	43.08186	0	449.876	0	35.8525	0	26.8534	0	0.0376	0	77.3063	0	3.468	0	26.838	0	13.9664	0	35.8505	0
									447	0	iMAR_2021_St00	0	14.0322	0	13.9658	0	43.08181	0	450.886	0	35.8521	0	26.8532	0	0.0393	0	77.3052	0	3.468	0	26.838	0	13.9658	0	35.8504	0
									448	0	iMAR_2021_St00	0	14.0252	0	13.9587	0	43.07444	0	451.896	0	35.8513	0	26.8541	0	0.0408	0	77.3049	0	3.467	0	26.839	0	13.9587	0	35.8496	0
									449	0	iMAR_2021_St00	0	14.0155	0	13.9489	0	43.06422	0	452.905	0	35.8503	0	26.8554	0	0.0398	0	77.3076	0	3.465	0	26.840	0	13.9489	0	35.8487	0
									450	0	iMAR_2021_St00	0	14.0086	0	13.9419	0	43.05605	0	453.915	0	35.8486	0	26.8555	0	0.0380	0	77.2897	0	3.465	0	26.840	0	13.9419	0	35.8470	0
									451	0	iMAR_2021_St00	0	14.0011	0	13.9342	0	43.04885	0	454.925	0	35.8484	0	26.8570	0	0.0411	0	77.3111	0	3.464	0	26.842	0	13.9343	0	35.8469	0
									452	0	iMAR_2021_St00	0	13.9785	0	13.9116	0	43.02395	0	455.935	0	35.8461	0	26.8600	0	0.0440	0	77.3113	0	3.464	0	26.844	0	13.9116	0	35.8442	0
									453	0	iMAR_2021_St00	0	13.9644	0	13.8974	0	43.00749	0	456.945	0	35.8436	0	26.8611	0	0.0434	0	77.3064	0	3.464	0	26.845	0	13.8974	0	35.8415	0
									454	0	iMAR_2021_St00	0	13.9516	0	13.8845	0	42.99324	0	457.955	0	35.8419	0	26.8625	0	0.0386	0	77.3132	0	3.465	0	26.847	0	13.8844	0	35.8398	0
									455	0	iMAR_2021_St00	0	13.9440	0	13.8768	0	42.98453	0	458.964	0	35.8403	0	26.8628	0	0.0382	0	77.3091	0	3.464	0	26.847	0	13.8768	0	35.8382	0
									456	0	iMAR_2021_St00	0	13.9351	0	13.8677	0	42.97503	0	459.974	0	35.8393	0	26.8640	0	0.0343	0	77.3065	0	3.465	0	26.848	0	13.8677	0	35.8373	0
									457	0	iMAR_2021_St00	0	13.9200	0	13.8526	0	42.95769	0	460.984	0	35.8367	0	26.8652	0	0.0344	0	77.3118	0	3.464	0	26.849	0	13.8526	0	35.8346	0
									458	0	iMAR_2021_St00	0	13.9169	0	13.8494	0	42.95420	0	461.994	0	35.8357	0	26.8651	0	0.0352	0	77.3097	0	3.465	0	26.849	0	13.8493	0	35.8338	0
									459	0	iMAR_2021_St00	0	13.9173	0	13.8495	0	42.95479	0	463.004	0	35.8352	0	26.8647	0	0.0371	0	77.3103	0	3.468	0	26.849	0	13.8495	0	35.8336	0
									460	0	iMAR_2021_St00	0	13.9172	0	13.8493	0	42.95512	0	464.013	0	35.8350	0	26.8646	0	0.0367	0	77.3079	0	3.468	0	26.849	0	13.8493	0	35.8336	0
									461	0	iMAR_2021_St00	0	13.9152	0	13.8471	0	42.95362	0	465.023	0	35.8349	0	26.8650	0	0.0374	0	77.3065	0	3.464	0	26.850	0	13.8472	0	35.8336	0
									462	0	iMAR_2021_St00	0	13.9077	0	13.8395	0	42.94536	0	466.033	0	35.8338	0	26.8657	0	0.0357	0	77.3110	0	3.462	0	26.850	0	13.8395	0	35.8325	0
									463	0	iMAR_2021_St00	0	13.9109	0	13.8425	0	42.94896	0	467.043	0	35.8336	0	26.8649	0	0.0336	0	77.3069	0	3.461	0	26.850	0	13.8425	0	35.8325	0
									464	0	iMAR_2021_St00	0	13.9032	0	13.8348	0	42.94114	0	468.053	0	35.8330	0	26.8661	0	0.0339	0	77.3107	0	3.462	0	26.851	0	13.8347	0	35.8319	0
									465	0	iMAR_2021_St00	0	13.9080	0	13.8393	0	42.94612	0	469.063	0	35.8326	0	26.8648	0	0.0356	0	77.3044	0	3.464	0	26.850	0	13.8393	0	35.8317	0
									466	0	iMAR_2021_St00	0	13.8970	0	13.8283	0	42.93524	0	470.073	0	35.8323	0	26.8669	0	0.0365	0	77.3056	0	3.463	0	26.852	0	13.8283	0	35.8313	0
									467	0	iMAR_2021_St00	0	13.8897	0	13.8209	0	42.92678	0	471.083	0	35.8308	0	26.8673	0	0.0306	0	77.3103	0	3.461	0	26.852	0	13.8209	0	35.8298	0
									468	0	iMAR_2021_St00	0	13.8820	0	13.8131	0	42.91839	0	472.092	0	35.8297	0	26.8681	0	0.0318	0	77.3091	0	3.462	0	26.853	0	13.8131	0	35.8286	0
									469	0	iMAR_2021_St00	0	13.8756	0	13.8065	0	42.91162	0	473.102	0	35.8290	0	26.8689	0	0.0321	0	77.2566	0	3.464	0	26.854	0	13.8065	0	35.8279	0
									470	0	iMAR_2021_St00	0	13.8735	0	13.8042	0	42.90902	0	474.112	0	35.8280	0	26.8686	0	0.0309	0	77.2732	0	3.464	0	26.853	0	13.8042	0	35.8270	0
									471	0	iMAR_2021_St00	0	13.8763	0	13.8069	0	42.91248	0	475.122	0	35.8280	0	26.8681	0	0.0337	0	77.3050	0	3.464	0	26.853	0	13.8069	0	35.8272	0
									472	0	iMAR_2021_St00	0	13.8761	0	13.8066	0	42.91293	0	476.132	0	35.8281	0	26.8682	0	0.0352	0	77.3076	0	3.460	0	26.853	0	13.8066	0	35.8274	0
									473	0	iMAR_2021_St00	0	13.8737	0	13.8040	0	42.91062	0	477.142	0	35.8278	0	26.8685	0	0.0366	0	77.3046	0	3.465	0	26.853	0	13.8040	0	35.8271	0
									474	0	iMAR_2021_St00	0	13.8718	0	13.8020	0	42.90864	0	478.152	0	35.8272	0	26.8685	0	0.0344	0	77.3001	0	3.458	0	26.853	0	13.8020	0	35.8265	0
									475	0	iMAR_2021_St00	0	13.8692	0	13.7993	0	42.90644	0	479.162	0	35.8271	0	26.8690	0	0.0358	0	77.3173	0	3.461	0	26.854	0	13.7993	0	35.8265	0
									476	0	iMAR_2021_St00	0	13.8595	0	13.7894	0	42.89605	0	480.172	0	35.8261	0	26.8703	0	0.0396	0	77.3076	0	3.460	0	26.855	0	13.7894	0	35.8253	0
									477	0	iMAR_2021_St00	0	13.8527	0	13.7825	0	42.88833	0	481.182	0	35.8249	0	26.8708	0	0.0391	0	77.3267	0	3.466	0	26.855	0	13.7825	0	35.8241	0
									478	0	iMAR_2021_St00	0	13.8483	0	13.7780	0	42.88366	0	482.192	0	35.8242	0	26.8712	0	0.0386	0	77.3053	0	3.466	0	26.856	0	13.7780	0	35.8233	0
									479	0	iMAR_2021_St00	0	13.8456	0	13.7751	0	42.88068	0	483.202	0	35.8235	0	26.8713	0	0.0359	0	77.2935	0	3.459	0	26.856	0	13.7751	0	35.8227	0
									480	0	iMAR_2021_St00	0	13.8414	0	13.7707	0	42.87640	0	484.212	0	35.8230	0	26.8718	0	0.0380	0	77.2780	0	3.458	0	26.856	0	13.7707	0	35.8222	0
									481	0	iMAR_2021_St00	0	13.8379	0	13.7672	0	42.87284	0	485.222	0	35.8224	0	26.8721	0	0.0348	0	77.3122	0	3.461	0	26.857	0	13.7672	0	35.8216	0
									482	0	iMAR_2021_St00	0	13.8357	0	13.7647	0	42.87060	0	486.232	0	35.8220	0	26.8722	0	0.0371	0	77.3088	0	3.460	0	26.857	0	13.7647	0	35.8212	0
									483	0	iMAR_2021_St00	0	13.8315	0	13.7604	0	42.86637	0	487.241	0	35.8215	0	26.8728	0	0.0344	0	77.3094	0	3.460	0	26.857	0	13.7604	0	35.8207	0
									484	0	iMAR_2021_St00	0	13.8227	0	13.7515	0	42.85745	0	488.251	0	35.8210	0	26.8743	0	0.0351	0	77.3134	0	3.459	0	26.859	0	13.7515	0	35.8202	0
									485	0	iMAR_2021_St00	0	13.7893	0	13.7181	0	42.82102	0	489.261	0	35.8184	0	26.8792	0	0.0364	0	77.3263	0	3.459	0	26.863	0	13.7181	0	35.8167	0
									486	0	iMAR_2021_St00	0	13.7422	0	13.6710	0	42.76893	0	490.271	0	35.8139	0	26.8857	0	0.0329	0	77.3261	0	3.460	0	26.869	0	13.6710	0	35.8114	0
									487	0	iMAR_2021_St00	0	13.7256	0	13.6544	0	42.74717	0	491.281	0	35.8086	0	26.8851	0	0.0312	0	77.3188	0	3.455	0	26.868	0	13.6544	0	35.8059	0
									488	0	iMAR_2021_St00	0	13.7193	0	13.6479	0	42.74059	0	492.291	0	35.8079	0	26.8858	0	0.0317	0	77.2927	0	3.460	0	26.869	0	13.6479	0	35.8053	0
									489	0	iMAR_2021_St00	0	13.7026	0	13.6311	0	42.72220	0	493.301	0	35.8058	0	26.8877	0	0.0329	0	77.2998	0	3.458	0	26.871	0	13.6311	0	35.8031	0
									490	0	iMAR_2021_St00	0	13.6832	0	13.6115	0	42.70055	0	494.311	0	35.8033	0	26.8898	0	0.0344	0	77.3061	0	3.458	0	26.873	0	13.6116	0	35.8005	0
									491	0	iMAR_2021_St00	0	13.6171	0	13.5457	0	42.62758	0	495.321	0	35.7969	0	26.8986	0	0.0357	0	77.3102	0	3.458	0	26.881	0	13.5456	0	35.7931	0
									492	0	iMAR_2021_St00	0	13.5807	0	13.5091	0	42.58489	0	496.331	0	35.7908	0	26.9015	0	0.0344	0	77.3224	0	3.460	0	26.883	0	13.5092	0	35.7865	0
									493	0	iMAR_2021_St00	0	13.5384	0	13.4669	0	42.53810	0	497.341	0	35.7862	0	26.9067	0	0.0349	0	77.3184	0	3.458	0	26.888	0	13.4669	0	35.7815	0
									494	0	iMAR_2021_St00	0	13.5067	0	13.4352	0	42.50182	0	498.351	0	35.7815	0	26.9096	0	0.0315	0	77.3196	0	3.458	0	26.891	0	13.4351	0	35.7765	0
									495	0	iMAR_2021_St00	0	13.4884	0	13.4167	0	42.47996	0	499.361	0	35.7775	0	26.9103	0	0.0329	0	77.3055	0	3.458	0	26.892	0	13.4167	0	35.7726	0
									496	0	iMAR_2021_St00	0	13.4720	0	13.4002	0	42.46217	0	500.371	0	35.7755	0	26.9121	0	0.0324	0	77.3094	0	3.458	0	26.894	0	13.4002	0	35.7707	0
									497	0	iMAR_2021_St00	0	13.4520	0	13.3802	0	42.43983	0	501.381	0	35.7726	0	26.9140	0	0.0355	0	77.3130	0	3.458	0	26.896	0	13.3802	0	35.7679	0
									498	0	iMAR_2021_St00	0	13.4248	0	13.3529	0	42.41016	0	502.391	0	35.7696	0	26.9174	0	0.0372	0	77.3127	0	3.457	0	26.899	0	13.3529	0	35.7649	0
									499	0	iMAR_2021_St00	0	13.3967	0	13.3248	0	42.37838	0	503.402	0	35.7655	0	26.9199	0	0.0351	0	77.2981	0	3.457	0	26.901	0	13.3248	0	35.7607	0
									500	0	iMAR_2021_St00	0	13.3717	0	13.2997	0	42.35001	0	504.412	0	35.7616	0	26.9221	0	0.0335	0	77.3063	0	3.459	0	26.904	0	13.2998	0	35.7569	0
									501	0	iMAR_2021_St00	0	13.3320	0	13.2600	0	42.30662	0	505.422	0	35.7576	0	26.9271	0	0.0354	0	77.3082	0	3.458	0	26.909	0	13.2600	0	35.7526	0
									502	0	iMAR_2021_St00	0	13.2951	0	13.2231	0	42.26513	0	506.432	0	35.7526	0	26.9308	0	0.0349	0	77.3096	0	3.455	0	26.912	0	13.2231	0	35.7474	0
									503	0	iMAR_2021_St00	0	13.2628	0	13.1909	0	42.22853	0	507.442	0	35.7478	0	26.9337	0	0.0360	0	77.3275	0	3.456	0	26.915	0	13.1908	0	35.7425	0
									504	0	iMAR_2021_St00	0	13.2484	0	13.1763	0	42.21165	0	508.452	0	35.7447	0	26.9343	0	0.0357	0	77.3231	0	3.457	0	26.916	0	13.1762	0	35.7397	0
									505	0	iMAR_2021_St00	0	13.2421	0	13.1699	0	42.20438	0	509.462	0	35.7429	0	26.9342	0	0.0371	0	77.3280	0	3.454	0	26.916	0	13.1699	0	35.7382	0
									506	0	iMAR_2021_St00	0	13.2376	0	13.1652	0	42.19962	0	510.472	0	35.7417	0	26.9342	0	0.0342	0	77.3301	0	3.456	0	26.916	0	13.1652	0	35.7375	0
									507	0	iMAR_2021_St00	0	13.2291	0	13.1566	0	42.19048	0	511.482	0	35.7402	0	26.9348	0	0.0364	0	77.3253	0	3.456	0	26.917	0	13.1566	0	35.7364	0
									508	0	iMAR_2021_St00	0	13.2244	0	13.1517	0	42.18556	0	512.492	0	35.7391	0	26.9349	0	0.0333	0	77.3280	0	3.457	0	26.918	0	13.1518	0	35.7357	0
									509	0	iMAR_2021_St00	0	13.2137	0	13.1410	0	42.17408	0	513.502	0	35.7375	0	26.9359	0	0.0313	0	77.3315	0	3.463	0	26.919	0	13.1410	0	35.7344	0
									510	0	iMAR_2021_St00	0	13.2082	0	13.1354	0	42.16811	0	514.512	0	35.7364	0	26.9361	0	0.0333	0	77.3220	0	3.455	0	26.919	0	13.1354	0	35.7335	0
									511	0	iMAR_2021_St00	0	13.2046	0	13.1316	0	42.16439	0	515.522	0	35.7356	0	26.9363	0	0.0338	0	77.3215	0	3.457	0	26.919	0	13.1316	0	35.7329	0
									512	0	iMAR_2021_St00	0	13.1991	0	13.1260	0	42.15865	0	516.533	0	35.7347	0	26.9367	0	0.0323	0	77.3196	0	3.456	0	26.920	0	13.1260	0	35.7322	0
									513	0	iMAR_2021_St00	0	13.1890	0	13.1158	0	42.14789	0	517.543	0	35.7334	0	26.9378	0	0.0304	0	77.3225	0	3.454	0	26.921	0	13.1158	0	35.7310	0
									514	0	iMAR_2021_St00	0	13.4486	0	13.3743	0	42.43861	0	518.553	0	35.7617	0	26.9068	0	0.0380	0	77.0893	0	3.600	0	26.892	0	13.3743	0	35.7627	0
									514	0	iMAR_2021_St00	0	13.2197	0	13.1461	0	42.18064	0	519.563	0	35.7326	0	26.9312	0	0.0340	0	77.0384	0	3.593	0	26.916	0	13.1461	0	35.7326	0
